date,machine_id,product_type,shift,workers,machine_hours,downtime_hours,maintenance_hours,material_availability_pct,quality_rate_pct,temperature_c,energy_consumption_kwh,production_target,actual_production,production_gap,shortfall_units,units_per_hour,required_ot_hours,ot_rate_per_hour,ot_workers,estimated_ot_cost,production_status
2024-03-03,M04,Product_C,Morning,19,6.8,1.28,0.94,95.53,91.38,33.8,270.43,275,190,85,85,32.95,2.58,180,12,5572.8,Shortfall
2024-03-04,M04,Product_B,Morning,14,6.3,0.69,1.18,95.26,89.14,29.3,526.18,298,198,100,100,35.95,2.78,180,9,4503.6,Shortfall
2024-03-04,M03,Product_A,Night,17,10.47,1.37,0.42,99.16,89.27,31.2,572.33,534,434,100,100,45.35,2.21,230,11,5591.3,Shortfall
2024-03-04,M01,Product_B,Morning,28,7.65,1.44,0.26,84.34,94.44,36.9,361.35,372,262,110,110,38.72,2.84,180,17,8690.4,Shortfall
2024-03-04,M05,Product_A,Evening,25,11.48,2.52,1.45,77.87,95.61,30.0,457.8,612,393,219,219,41.0,5.34,200,15,16020.0,Shortfall
2024-03-04,M05,Product_A,Evening,24,6.68,0.71,0.64,83.64,97.9,30.3,638.44,367,277,90,90,45.67,1.97,200,15,5910.0,Shortfall
2024-03-04,M05,Product_B,Evening,8,6.99,2.2,0.43,86.84,95.73,32.6,414.23,317,179,138,138,31.8,4.34,200,5,4340.0,Shortfall
2024-03-05,M04,Product_B,Morning,10,10.6,2.92,1.21,83.52,92.42,29.4,193.77,471,254,217,217,29.64,7.32,180,6,7905.6,Shortfall
2024-03-05,M05,Product_A,Morning,30,8.05,1.83,0.44,94.1,96.51,32.5,350.53,425,370,55,55,53.7,1.02,180,18,3304.8,Shortfall
2024-03-05,M05,Product_A,Morning,10,10.46,1.18,0.53,82.11,93.42,20.2,298.32,580,334,246,246,34.7,7.09,180,6,7657.2,Shortfall
2024-03-05,M01,Product_C,Morning,11,7.58,1.36,1.83,95.99,98.37,29.5,272.04,337,223,114,114,36.02,3.16,180,7,3981.6,Shortfall
2024-03-05,M04,Product_B,Night,27,7.71,2.52,1.15,75.28,99.43,33.6,278.92,330,185,145,145,31.24,4.64,230,17,18142.4,Shortfall
2024-03-05,M02,Product_C,Morning,14,8.11,2.54,0.18,96.28,97.6,28.5,359.84,344,228,116,116,34.29,3.38,180,9,5475.6,Shortfall
2024-03-05,M05,Product_C,Evening,9,10.85,2.41,1.4,92.95,89.13,20.5,501.96,436,270,166,166,29.89,5.55,200,6,6660.0,Shortfall
2024-03-05,M01,Product_B,Morning,11,6.57,0.69,1.66,88.64,96.29,20.3,430.06,312,198,114,114,35.3,3.23,180,7,4069.8,Shortfall
2024-03-06,M05,Product_A,Morning,23,6.66,0.64,1.58,93.63,96.59,29.4,604.42,355,282,73,73,49.0,1.49,180,14,3754.8,Shortfall
2024-03-06,M04,Product_A,Evening,11,8.91,2.19,1.43,98.23,99.98,27.7,326.37,473,317,156,156,44.0,3.55,200,7,4970.0,Shortfall
2024-03-06,M05,Product_B,Night,27,9.17,0.28,0.66,75.77,90.95,24.6,330.71,422,274,148,148,31.19,4.75,230,17,18572.5,Shortfall
2024-03-06,M02,Product_A,Night,27,9.12,2.69,0.08,81.34,91.46,21.1,240.06,455,261,194,194,34.29,5.66,230,17,22130.6,Shortfall
2024-03-06,M04,Product_B,Morning,8,8.88,0.04,0.0,94.73,91.82,33.2,187.91,423,282,141,141,31.84,4.43,180,5,3987.0,Shortfall
2024-03-07,M01,Product_A,Evening,12,8.7,0.86,0.04,99.65,96.96,30.2,533.68,485,393,92,92,47.85,1.92,200,8,3072.0,Shortfall
2024-03-07,M02,Product_A,Morning,10,8.8,2.31,1.03,76.06,92.96,34.0,253.88,479,220,259,259,30.69,8.44,180,6,9115.2,Shortfall
2024-03-07,M04,Product_A,Evening,9,10.24,1.32,1.04,82.86,93.17,30.7,444.35,514,331,183,183,36.17,5.06,200,6,6072.0,Shortfall
2024-03-07,M03,Product_A,Morning,8,9.56,0.95,1.7,76.47,90.83,26.2,326.75,535,277,258,258,32.81,7.86,180,5,7074.0,Shortfall
2024-03-07,M01,Product_A,Evening,30,8.36,0.64,0.96,80.17,91.65,27.5,562.46,464,321,143,143,41.84,3.42,200,18,12312.0,Shortfall
2024-03-07,M03,Product_A,Evening,15,9.15,1.12,1.33,91.97,94.46,28.4,498.66,502,371,131,131,45.98,2.85,200,9,5130.0,Shortfall
2024-03-07,M05,Product_B,Morning,22,9.55,2.93,1.48,96.11,88.63,22.9,536.52,464,305,159,159,41.1,3.87,180,14,9752.4,Shortfall
2024-03-08,M03,Product_C,Evening,11,6.51,1.71,0.76,76.31,92.51,34.2,491.52,292,135,157,157,25.45,6.17,200,7,8638.0,Shortfall
2024-03-08,M05,Product_C,Morning,27,9.91,1.7,0.26,86.75,97.15,32.4,511.76,419,318,101,101,35.79,2.82,180,17,8629.2,Shortfall
2024-03-08,M05,Product_B,Night,29,9.26,1.45,1.65,99.73,93.51,22.1,369.15,401,343,58,58,43.5,1.33,230,18,5506.2,Shortfall
2024-03-08,M04,Product_B,Morning,10,11.18,0.31,1.57,76.07,90.04,29.9,496.11,506,299,207,207,28.59,7.24,180,6,7819.2,Shortfall
2024-03-08,M03,Product_A,Evening,28,9.37,0.96,1.72,75.0,93.18,28.4,422.63,535,312,223,223,37.86,5.89,200,17,20026.0,Shortfall
2024-03-08,M02,Product_B,Evening,28,10.44,0.64,0.29,84.54,97.08,37.5,277.0,466,379,87,87,37.95,2.29,200,17,7786.0,Shortfall
2024-03-08,M04,Product_A,Evening,22,7.37,1.01,1.28,98.69,94.05,34.2,246.19,378,262,116,116,41.15,2.82,200,14,7896.0,Shortfall
2024-03-09,M03,Product_C,Morning,18,6.01,1.24,0.44,83.21,95.88,34.7,607.45,269,177,92,92,34.21,2.69,180,11,5326.2,Shortfall
2024-03-09,M02,Product_B,Night,24,8.58,1.56,1.59,78.47,93.61,23.5,640.46,365,234,131,131,32.66,4.01,230,15,13834.5,Shortfall
2024-03-09,M01,Product_A,Evening,11,11.97,2.01,1.38,94.33,90.98,21.8,546.23,661,419,242,242,40.36,6.0,200,7,8400.0,Shortfall
2024-03-09,M02,Product_B,Evening,9,11.85,1.97,1.27,91.85,95.53,37.1,477.03,539,332,207,207,32.16,6.44,200,6,7728.0,Shortfall
2024-03-09,M05,Product_B,Evening,18,10.1,0.12,0.32,83.92,98.37,37.7,267.48,489,327,162,162,32.96,4.92,200,11,10824.0,Shortfall
2024-03-09,M03,Product_A,Night,30,9.19,1.55,1.39,81.1,94.26,21.4,444.95,500,334,166,166,42.54,3.9,230,18,16146.0,Shortfall
2024-03-09,M04,Product_A,Evening,20,9.86,2.56,0.01,96.52,93.33,20.9,474.98,525,401,124,124,47.46,2.61,200,12,6264.0,Shortfall
2024-03-09,M01,Product_B,Evening,21,6.51,2.01,0.45,91.97,92.82,21.6,624.7,319,209,110,110,39.83,2.76,200,13,7176.0,Shortfall
2024-03-09,M03,Product_B,Evening,19,6.37,0.42,1.49,82.4,90.12,21.2,406.76,322,200,122,122,35.6,3.43,200,12,8232.0,Shortfall
2024-03-09,M03,Product_C,Night,24,10.33,2.69,1.04,95.46,94.39,28.2,330.57,436,311,125,125,36.65,3.41,230,15,11764.5,Shortfall
2024-03-10,M05,Product_A,Night,9,7.71,1.55,0.53,95.35,96.71,22.0,435.01,383,264,119,119,39.57,3.01,230,6,4153.8,Shortfall
2024-03-10,M02,Product_A,Night,22,10.82,0.62,1.69,90.54,97.77,34.6,219.1,532,405,127,127,40.96,3.1,230,14,9982.0,Shortfall
2024-03-10,M04,Product_B,Evening,16,8.74,2.42,1.95,96.41,96.1,27.4,634.84,380,264,116,116,39.25,2.96,200,10,5920.0,Shortfall
2024-03-10,M04,Product_C,Night,22,11.87,2.94,1.82,85.42,99.61,34.4,535.19,430,300,130,130,31.2,4.17,230,14,13427.4,Shortfall
2024-03-10,M01,Product_A,Morning,9,11.41,1.62,0.28,81.69,91.91,36.3,289.1,614,339,275,275,32.53,8.45,180,6,9126.0,Shortfall
2024-03-10,M01,Product_B,Morning,28,11.28,2.55,1.44,76.25,94.62,36.0,357.19,588,298,290,290,31.79,9.12,180,17,27907.2,Shortfall
2024-03-10,M03,Product_B,Evening,30,11.07,1.42,0.94,91.76,93.62,37.0,206.77,541,426,115,115,42.77,2.69,200,18,9684.0,Shortfall
2024-03-11,M02,Product_C,Morning,23,10.81,0.72,0.0,89.53,97.76,31.0,247.77,449,384,65,65,36.87,1.76,180,14,4435.2,Shortfall
2024-03-11,M05,Product_B,Night,19,9.57,1.14,0.95,83.49,89.45,24.3,395.05,413,262,151,151,30.43,4.96,230,12,13689.6,Shortfall
2024-03-11,M02,Product_A,Night,28,9.39,1.2,1.1,77.0,91.13,32.3,601.98,451,321,130,130,38.47,3.38,230,17,13215.8,Shortfall
2024-03-11,M01,Product_A,Evening,27,9.42,1.43,0.28,75.94,93.35,27.2,328.68,517,327,190,190,38.31,4.96,200,17,16864.0,Shortfall
2024-03-12,M03,Product_A,Morning,26,10.86,1.36,1.22,80.3,97.47,28.3,480.03,618,450,168,168,46.46,3.62,180,16,10425.6,Shortfall
2024-03-12,M02,Product_C,Morning,13,7.79,2.3,0.47,76.29,99.13,34.9,250.19,330,183,147,147,28.77,5.11,180,8,7358.4,Shortfall
2024-03-12,M02,Product_A,Night,29,10.43,0.99,0.47,98.4,91.55,32.5,183.05,498,430,68,68,44.23,1.54,230,18,6375.6,Shortfall
2024-03-12,M04,Product_B,Evening,25,10.28,1.71,1.12,96.06,97.06,29.2,342.14,480,405,75,75,45.26,1.66,200,15,4980.0,Shortfall
2024-03-12,M01,Product_B,Morning,22,6.9,1.98,1.12,87.03,98.08,25.1,585.7,360,232,128,128,42.81,2.99,180,14,7534.8,Shortfall
2024-03-12,M05,Product_C,Morning,30,7.97,0.39,0.46,86.85,88.52,36.6,524.92,334,245,89,89,32.26,2.76,180,18,8942.4,Shortfall
2024-03-12,M02,Product_A,Morning,26,7.15,0.44,0.21,90.59,93.63,29.6,192.35,388,326,62,62,47.7,1.3,180,16,3744.0,Shortfall
2024-03-12,M02,Product_B,Evening,28,8.29,0.35,1.5,99.66,98.92,34.4,487.3,399,363,36,36,47.94,0.75,200,17,2550.0,Shortfall
2024-03-13,M03,Product_C,Morning,9,9.11,0.82,0.03,91.61,99.67,37.1,468.76,421,275,146,146,31.8,4.59,180,6,4957.2,Shortfall
2024-03-13,M02,Product_A,Morning,21,9.42,0.43,0.82,82.4,97.26,36.1,317.08,488,364,124,124,40.91,3.03,180,13,7090.2,Shortfall
2024-03-13,M04,Product_B,Morning,9,8.92,0.87,0.08,82.99,95.85,30.8,276.68,412,249,163,163,29.6,5.51,180,6,5950.8,Shortfall
2024-03-13,M02,Product_B,Morning,9,7.4,2.83,1.53,77.39,98.9,31.3,201.42,342,177,165,165,33.35,4.95,180,6,5346.0,Shortfall
2024-03-13,M03,Product_A,Night,15,7.48,1.7,1.35,96.37,95.92,22.3,511.78,411,281,130,130,46.27,2.81,230,9,5816.7,Shortfall
2024-03-14,M04,Product_B,Morning,16,9.92,2.62,1.43,85.36,92.12,37.7,448.83,467,254,213,213,31.84,6.69,180,10,12042.0,Shortfall
2024-03-14,M01,Product_B,Night,23,6.59,0.09,0.83,91.61,96.09,29.0,241.94,302,254,48,48,40.64,1.18,230,14,3799.6,Shortfall
2024-03-14,M02,Product_A,Evening,20,7.13,1.95,1.2,90.72,97.75,22.2,383.03,375,247,128,128,43.81,2.92,200,12,7008.0,Shortfall
2024-03-14,M04,Product_B,Night,19,10.14,2.88,0.96,79.04,91.5,36.4,406.33,440,235,205,205,28.59,7.17,230,12,19789.2,Shortfall
2024-03-14,M02,Product_B,Night,17,10.12,0.23,1.01,92.3,88.55,20.1,201.39,442,280,162,162,29.05,5.58,230,11,14117.4,Shortfall
2024-03-14,M02,Product_A,Evening,24,7.24,2.93,1.78,76.11,92.07,34.7,503.17,385,180,205,205,35.96,5.7,200,15,17100.0,Shortfall
2024-03-14,M03,Product_B,Morning,27,11.06,1.31,1.43,78.33,93.11,25.6,436.09,562,389,173,173,39.54,4.38,180,17,13402.8,Shortfall
2024-03-14,M04,Product_A,Morning,9,9.98,2.56,1.92,94.82,92.28,22.7,538.69,543,313,230,230,39.62,5.81,180,6,6274.8,Shortfall
2024-03-15,M01,Product_A,Evening,10,7.54,2.56,1.05,97.85,91.36,27.0,496.72,430,251,179,179,43.54,4.11,200,6,4932.0,Shortfall
2024-03-15,M03,Product_B,Morning,12,9.16,0.77,0.33,94.41,90.07,25.2,579.67,480,359,121,121,41.64,2.91,180,8,4190.4,Shortfall
2024-03-15,M01,Product_B,Morning,30,6.88,2.67,1.81,80.15,88.39,29.6,333.23,335,181,154,154,37.88,4.07,180,18,13186.8,Shortfall
2024-03-15,M04,Product_B,Evening,23,7.93,1.99,0.73,90.13,94.64,25.4,327.62,347,259,88,88,39.36,2.24,200,14,6272.0,Shortfall
2024-03-15,M03,Product_C,Evening,14,11.68,1.07,0.39,78.18,89.31,36.8,219.28,507,301,206,206,27.48,7.5,200,9,13500.0,Shortfall
2024-03-15,M02,Product_A,Morning,10,6.25,0.45,1.33,88.93,93.1,31.6,499.39,351,187,164,164,33.77,4.86,180,6,5248.8,Shortfall
2024-03-15,M05,Product_A,Evening,23,10.06,1.97,1.17,96.74,90.33,28.4,237.08,542,401,141,141,46.81,3.01,200,14,8428.0,Shortfall
2024-03-15,M04,Product_C,Morning,18,7.07,1.58,1.5,93.07,98.66,33.4,427.17,274,204,70,70,35.94,1.95,180,11,3861.0,Shortfall
2024-03-15,M01,Product_B,Morning,15,8.89,0.39,1.27,90.07,89.76,22.7,212.21,438,288,150,150,34.99,4.29,180,9,6949.8,Shortfall
2024-03-15,M01,Product_B,Evening,19,6.93,2.9,0.76,75.84,92.63,33.6,305.59,345,151,194,194,29.79,6.51,200,12,15624.0,Shortfall
2024-03-16,M02,Product_A,Morning,8,11.66,0.77,0.11,82.06,89.37,34.9,532.54,621,366,255,255,32.68,7.8,180,5,7020.0,Shortfall
2024-03-16,M05,Product_C,Evening,10,8.18,0.38,0.09,78.31,92.2,27.3,416.25,331,200,131,131,25.19,5.2,200,6,6240.0,Shortfall
2024-03-16,M05,Product_B,Evening,27,10.12,2.43,1.79,92.96,93.35,27.6,590.38,465,357,108,108,43.77,2.47,200,17,8398.0,Shortfall
2024-03-16,M04,Product_B,Evening,14,7.96,0.95,0.96,78.33,90.49,27.7,316.96,355,208,147,147,29.29,5.02,200,9,9036.0,Shortfall
2024-03-16,M05,Product_C,Evening,24,9.9,2.89,1.31,98.08,92.9,24.9,449.75,395,298,97,97,37.95,2.56,200,15,7680.0,Shortfall
2024-03-16,M04,Product_A,Evening,25,11.96,2.74,0.07,84.03,90.11,27.7,224.96,627,402,225,225,38.55,5.84,200,15,17520.0,Shortfall
2024-03-17,M02,Product_C,Evening,18,10.02,1.57,1.34,89.13,96.02,20.3,614.03,399,301,98,98,34.65,2.83,200,11,6226.0,Shortfall
2024-03-18,M05,Product_C,Evening,24,8.66,1.73,1.41,93.92,98.65,20.3,293.94,369,288,81,81,39.92,2.03,200,15,6090.0,Shortfall
2024-03-18,M04,Product_B,Morning,9,8.77,0.66,0.46,97.77,90.19,34.0,617.22,406,274,132,132,33.23,3.97,180,6,4287.6,Shortfall
2024-03-18,M05,Product_B,Evening,17,11.02,0.86,0.24,99.0,93.94,21.2,593.49,530,440,90,90,42.05,2.14,200,11,4708.0,Shortfall
2024-03-18,M02,Product_C,Morning,24,9.51,1.67,1.76,97.53,93.05,21.1,586.75,394,322,72,72,40.37,1.78,180,15,4806.0,Shortfall
2024-03-18,M04,Product_B,Morning,30,8.96,2.15,1.35,79.57,88.02,32.1,577.06,424,240,184,184,32.85,5.6,180,18,18144.0,Shortfall
2024-03-18,M04,Product_C,Morning,27,8.45,1.64,0.8,83.25,94.46,34.0,360.03,351,235,116,116,32.33,3.59,180,17,10985.4,Shortfall
2024-03-18,M02,Product_A,Night,15,8.77,0.61,0.46,99.97,89.49,32.3,211.58,450,328,122,122,39.64,3.08,230,9,6375.6,Shortfall
2024-03-19,M03,Product_A,Evening,15,8.59,1.16,1.61,86.09,98.35,36.9,448.79,506,306,200,200,41.42,4.83,200,9,8694.0,Shortfall
2024-03-19,M01,Product_A,Morning,30,8.55,2.67,0.91,77.06,97.69,26.3,202.43,494,295,199,199,43.62,4.56,180,18,14774.4,Shortfall
2024-03-19,M01,Product_B,Morning,25,6.06,0.53,1.03,92.75,88.56,37.4,251.42,301,198,103,103,36.61,2.81,180,15,7587.0,Shortfall
2024-03-19,M04,Product_C,Evening,16,11.21,0.24,0.67,91.11,96.32,36.0,618.1,437,330,107,107,30.43,3.52,200,10,7040.0,Shortfall
2024-03-19,M02,Product_C,Evening,29,9.44,2.03,0.41,91.18,97.8,37.7,304.51,364,280,84,84,34.23,2.45,200,18,8820.0,Shortfall
2024-03-20,M03,Product_A,Morning,25,11.29,0.35,1.02,75.44,98.61,29.8,411.0,643,458,185,185,42.64,4.34,180,15,11718.0,Shortfall
2024-03-20,M02,Product_B,Night,24,11.94,1.19,0.8,95.42,97.15,34.4,195.6,502,430,72,72,39.07,1.84,230,15,6348.0,Shortfall
2024-03-20,M04,Product_B,Morning,16,7.42,1.56,0.48,80.38,91.96,27.1,401.81,355,213,142,142,33.31,4.26,180,10,7668.0,Shortfall
2024-03-20,M05,Product_C,Morning,18,8.13,1.43,1.96,94.07,93.99,23.5,451.09,356,246,110,110,36.95,2.98,180,11,5900.4,Shortfall
2024-03-21,M01,Product_B,Morning,17,8.01,0.81,1.18,77.72,91.28,28.7,441.65,399,247,152,152,34.54,4.4,180,11,8712.0,Shortfall
2024-03-21,M03,Product_C,Morning,20,8.99,2.12,0.02,76.65,95.2,30.7,351.57,384,273,111,111,34.92,3.18,180,12,6868.8,Shortfall
2024-03-21,M04,Product_A,Evening,12,9.37,2.57,0.43,96.99,88.31,22.0,326.06,496,285,211,211,36.51,5.78,200,8,9248.0,Shortfall
2024-03-21,M04,Product_B,Morning,23,8.98,1.66,0.49,77.68,89.12,26.7,382.93,404,256,148,148,32.42,4.57,180,14,11516.4,Shortfall
2024-03-21,M05,Product_C,Evening,25,11.6,1.61,1.25,81.74,89.35,34.2,404.99,499,282,217,217,27.44,7.91,200,15,23730.0,Shortfall
2024-03-21,M04,Product_A,Night,14,10.57,2.06,1.08,89.53,90.96,33.7,637.6,516,312,204,204,34.44,5.92,230,9,12254.4,Shortfall
2024-03-21,M03,Product_A,Morning,9,9.62,1.96,1.0,91.51,97.65,21.4,414.34,534,371,163,163,45.29,3.6,180,6,3888.0,Shortfall
2024-03-21,M03,Product_A,Morning,8,11.67,0.41,1.71,95.35,89.74,29.4,367.24,697,444,253,253,40.94,6.18,180,5,5562.0,Shortfall
2024-03-21,M04,Product_A,Night,19,10.35,1.46,0.82,78.43,99.04,28.2,486.97,477,332,145,145,35.85,4.04,230,12,11150.4,Shortfall
2024-03-21,M04,Product_C,Morning,15,8.0,1.26,1.97,92.71,93.78,23.7,596.36,307,232,75,75,35.06,2.14,180,9,3466.8,Shortfall
2024-03-22,M03,Product_C,Night,9,11.41,1.93,1.87,75.06,95.84,34.7,488.25,461,225,236,236,23.21,10.17,230,6,14034.6,Shortfall
2024-03-22,M03,Product_A,Morning,23,7.44,0.41,0.65,82.34,94.22,33.4,364.94,410,317,93,93,45.37,2.05,180,14,5166.0,Shortfall
2024-03-22,M02,Product_C,Evening,12,7.62,1.76,1.49,81.85,94.5,22.2,490.28,304,151,153,153,24.63,6.21,200,8,9936.0,Shortfall
2024-03-22,M02,Product_C,Evening,16,6.89,1.27,0.59,78.73,99.2,31.1,601.06,288,186,102,102,31.08,3.28,200,10,6560.0,Shortfall
2024-03-22,M03,Product_B,Morning,27,7.1,0.82,1.79,93.86,96.09,27.4,209.69,374,281,93,93,46.66,1.99,180,17,6089.4,Shortfall
2024-03-22,M03,Product_B,Morning,28,9.8,1.1,0.42,99.22,90.23,28.2,610.98,513,420,93,93,46.42,2.0,180,17,6120.0,Shortfall
2024-03-22,M02,Product_C,Evening,29,10.97,1.16,0.82,88.59,96.58,26.2,518.55,440,362,78,78,36.04,2.16,200,18,7776.0,Shortfall
2024-03-23,M04,Product_B,Evening,8,7.2,2.79,0.75,86.31,91.26,27.7,289.41,332,158,174,174,29.24,5.95,200,5,5950.0,Shortfall
2024-03-23,M01,Product_B,Evening,14,6.79,2.89,1.43,86.61,99.95,22.4,513.75,316,162,154,154,34.47,4.47,200,9,8046.0,Shortfall
2024-03-23,M05,Product_C,Evening,20,6.91,1.91,1.34,92.25,91.06,28.1,591.58,285,181,104,104,33.58,3.1,200,12,7440.0,Shortfall
2024-03-23,M05,Product_B,Night,15,6.29,2.8,0.19,76.71,93.7,28.8,527.52,268,161,107,107,34.38,3.11,230,9,6437.7,Shortfall
2024-03-23,M03,Product_C,Morning,9,6.43,2.44,1.7,94.23,92.01,37.1,219.74,288,143,145,145,31.83,4.56,180,6,4924.8,Shortfall
2024-03-23,M03,Product_B,Evening,11,6.24,1.76,0.96,89.24,90.37,28.0,381.96,310,166,144,144,33.63,4.28,200,7,5992.0,Shortfall
2024-03-24,M02,Product_A,Evening,24,9.69,2.01,0.76,85.09,90.72,21.4,587.22,492,345,147,147,41.47,3.54,200,15,10620.0,Shortfall
2024-03-24,M02,Product_A,Evening,21,9.02,2.62,1.39,99.14,89.63,32.4,298.83,468,311,157,157,43.85,3.58,200,13,9308.0,Shortfall
2024-03-24,M01,Product_A,Evening,29,7.81,2.92,1.25,78.19,94.47,24.8,279.62,441,239,202,202,41.45,4.87,200,18,17532.0,Shortfall
2024-03-24,M03,Product_B,Morning,10,7.86,1.54,1.51,94.61,96.34,30.6,483.38,397,268,129,129,41.33,3.12,180,6,3369.6,Shortfall
2024-03-24,M01,Product_B,Morning,27,9.11,2.09,0.7,84.37,98.26,30.5,409.66,432,332,100,100,43.03,2.32,180,17,7099.2,Shortfall
2024-03-24,M05,Product_B,Evening,9,11.67,2.54,1.44,82.3,91.15,29.7,412.33,572,305,267,267,31.22,8.55,200,6,10260.0,Shortfall
2024-03-24,M03,Product_C,Evening,24,8.42,0.03,0.1,84.79,97.37,33.7,359.66,373,273,100,100,32.62,3.07,200,15,9210.0,Shortfall
2024-03-24,M02,Product_A,Morning,9,8.52,1.71,1.65,88.31,89.56,23.8,392.99,476,268,208,208,38.27,5.44,180,6,5875.2,Shortfall
2024-03-24,M04,Product_A,Morning,16,8.5,2.43,1.7,98.66,99.32,22.7,519.3,443,313,130,130,47.65,2.73,180,10,4914.0,Shortfall
2024-03-25,M01,Product_A,Night,9,7.72,2.38,1.15,81.87,91.9,21.5,187.55,406,166,240,240,27.63,8.69,230,6,11992.2,Shortfall
2024-03-25,M05,Product_B,Morning,27,6.0,1.79,1.29,79.01,99.59,26.5,208.73,298,161,137,137,35.28,3.88,180,17,11872.8,Shortfall
2024-03-25,M03,Product_B,Evening,21,8.69,1.43,1.02,76.92,96.96,34.9,337.85,415,261,154,154,34.59,4.45,200,13,11570.0,Shortfall
2024-03-25,M01,Product_B,Morning,17,11.46,2.48,0.63,96.21,91.31,20.7,191.5,596,412,184,184,41.72,4.41,180,11,8731.8,Shortfall
2024-03-25,M04,Product_C,Evening,16,7.71,0.05,1.97,77.09,92.32,37.7,278.79,299,177,122,122,25.31,4.82,200,10,9640.0,Shortfall
2024-03-25,M03,Product_A,Morning,25,11.36,1.39,1.41,85.71,93.15,32.5,606.97,674,457,217,217,45.24,4.8,180,15,12960.0,Shortfall
2024-03-26,M05,Product_B,Evening,26,9.59,1.4,1.18,79.43,89.01,23.4,250.41,460,289,171,171,34.38,4.97,200,16,15904.0,Shortfall
2024-03-26,M05,Product_A,Morning,12,10.62,2.13,0.85,90.42,93.03,33.8,391.84,562,352,210,210,38.47,5.46,180,8,7862.4,Shortfall
2024-03-26,M02,Product_B,Night,14,7.83,0.03,0.98,97.43,90.08,28.6,327.15,339,221,118,118,29.58,3.99,230,9,8259.3,Shortfall
2024-03-26,M02,Product_B,Evening,10,11.1,1.85,1.74,98.46,92.47,32.4,356.09,498,355,143,143,37.47,3.82,200,6,4584.0,Shortfall
2024-03-26,M03,Product_A,Morning,28,6.44,1.09,1.67,91.0,93.13,31.3,604.75,362,292,70,70,55.56,1.26,180,17,3855.6,Shortfall
2024-03-26,M01,Product_C,Morning,16,10.84,1.76,0.64,98.67,93.25,35.4,322.06,448,360,88,88,37.31,2.36,180,10,4248.0,Shortfall
2024-03-26,M04,Product_B,Morning,9,11.39,0.91,1.56,86.73,89.99,31.9,560.35,540,317,223,223,30.65,7.28,180,6,7862.4,Shortfall
2024-03-26,M05,Product_A,Evening,29,7.4,0.46,0.05,97.64,96.97,25.7,184.45,402,376,26,26,52.74,0.49,200,18,1764.0,Shortfall
2024-03-26,M02,Product_C,Morning,16,7.5,0.56,1.77,76.05,94.79,36.8,200.99,301,187,114,114,28.45,4.01,180,10,7218.0,Shortfall
2024-03-26,M04,Product_A,Morning,23,6.31,0.63,0.78,89.76,95.15,20.5,241.39,336,256,80,80,44.99,1.78,180,14,4485.6,Shortfall
2024-03-26,M03,Product_A,Morning,19,11.42,2.7,1.39,94.62,99.37,20.1,525.71,640,494,146,146,52.28,2.79,180,12,6026.4,Shortfall
2024-03-26,M04,Product_B,Morning,24,10.5,2.85,1.05,86.59,99.98,26.2,307.65,497,329,168,168,38.41,4.37,180,15,11799.0,Shortfall
2024-03-26,M04,Product_B,Morning,11,9.24,0.42,0.09,92.0,88.07,36.5,340.16,413,280,133,133,31.19,4.26,180,7,5367.6,Shortfall
2024-03-26,M04,Product_B,Night,29,6.45,1.84,0.28,88.73,90.85,26.2,351.28,263,193,70,70,36.14,1.94,230,18,8031.6,Shortfall
2024-03-27,M05,Product_A,Morning,16,6.78,0.82,0.93,83.99,99.91,27.6,560.58,367,263,104,104,43.81,2.37,180,10,4266.0,Shortfall
2024-03-27,M05,Product_C,Night,14,11.34,1.25,1.68,81.73,93.97,31.5,411.14,447,278,169,169,27.62,6.12,230,9,12668.4,Shortfall
2024-03-27,M02,Product_B,Evening,26,6.51,1.04,1.5,87.56,98.98,31.6,532.57,303,216,87,87,39.9,2.18,200,16,6976.0,Shortfall
2024-03-28,M02,Product_B,Evening,16,8.48,1.51,2.0,77.3,99.29,35.1,568.21,395,209,186,186,30.07,6.19,200,10,12380.0,Shortfall
2024-03-28,M05,Product_A,Night,26,9.89,2.72,1.3,80.04,88.1,31.7,535.93,499,280,219,219,35.27,6.21,230,16,22852.8,Shortfall
2024-03-28,M04,Product_B,Morning,9,11.67,2.46,0.87,81.94,92.16,35.7,255.1,523,280,243,243,27.97,8.69,180,6,9385.2,Shortfall
2024-03-28,M04,Product_C,Morning,20,10.85,0.06,0.7,89.9,96.64,22.2,211.81,419,344,75,75,32.54,2.3,180,12,4968.0,Shortfall
2024-03-28,M04,Product_B,Evening,10,9.08,0.24,0.26,90.56,92.01,22.9,357.65,418,292,126,126,32.97,3.82,200,6,4584.0,Shortfall
2024-03-29,M05,Product_A,Morning,14,6.68,2.03,0.07,96.86,94.99,36.0,514.95,370,267,103,103,48.2,2.14,180,9,3466.8,Shortfall
2024-03-29,M01,Product_A,Night,19,6.41,2.64,0.4,95.45,95.91,27.1,605.81,317,226,91,91,46.91,1.94,230,12,5354.4,Shortfall
2024-03-29,M03,Product_A,Evening,17,7.68,0.95,0.92,95.48,99.5,23.7,399.3,422,353,69,69,51.64,1.34,200,11,2948.0,Shortfall
2024-03-29,M02,Product_B,Evening,9,11.7,2.83,1.51,75.64,97.4,28.8,482.82,548,265,283,283,27.56,10.27,200,6,12324.0,Shortfall
